file_path,en_bytes,fr_bytes,es_bytes,de_bytes,pt_bytes,es_ratio,de_ratio,pt_ratio,status,priority
Dev/i18n/Common/commands/sub-agents-patterns.md,4706,4568,2140,4240,4166,0.45,0.90,0.89,size_gap,P3
Dev/i18n/Common/commands/pre-commit-check.md,6046,6420,6381,6372,6407,1.06,1.05,1.06,ok,P3
Dev/i18n/Common/commands/architecture-decision.md,8055,8830,8924,8793,8775,1.11,1.09,1.09,ok,P3
Dev/i18n/Common/commands/ralph-run.md,9898,6725,2939,2733,2676,0.30,0.28,0.27,size_gap,P3
Dev/i18n/Common/commands/generate-changelog.md,6816,7088,7105,7176,7087,1.04,1.05,1.04,ok,P3
Dev/i18n/Common/commands/setup-project-context.md,8554,9239,9109,9031,9000,1.06,1.06,1.05,ok,P3
Dev/i18n/Common/commands/setup-ci.md,13158,13333,13396,9434,13303,1.02,0.72,1.01,size_gap,P3
Dev/i18n/Common/commands/add-technology.md,11045,11978,7728,7596,7627,0.70,0.69,0.69,size_gap,P3
Dev/i18n/Common/commands/pre-merge-check.md,8109,8532,8533,8518,8535,1.05,1.05,1.05,ok,P3
Dev/i18n/Common/commands/research-context7.md,6768,7458,7399,7292,7271,1.09,1.08,1.07,ok,P3
Dev/i18n/Common/commands/daily-standup.md,7677,7870,7920,7990,7848,1.03,1.04,1.02,ok,P3
Dev/i18n/Common/templates/bug-story.md,1194,1294,1332,1289,1288,1.12,1.08,1.08,ok,P3
Dev/i18n/Common/templates/feature-request.md,1536,1796,1414,1742,1689,0.92,1.13,1.10,ok,P3
Dev/i18n/Common/templates/bug-report.md,1377,1545,1127,1551,1463,0.82,1.13,1.06,ok,P3
Dev/i18n/Common/templates/pull-request-template.md,2127,2471,2018,2404,2461,0.95,1.13,1.16,ok,P3
Dev/i18n/Common/checklists/definition-of-done.md,2423,2700,2708,2705,2682,1.12,1.12,1.11,ok,P3
Dev/i18n/Common/checklists/code-review.md,3534,4040,4037,4029,4061,1.14,1.14,1.15,ok,P3
Dev/i18n/Common/checklists/security-review.md,4199,4685,4673,4549,4709,1.11,1.08,1.12,ok,P3
Dev/i18n/Common/checklists/release.md,3625,3962,4029,3878,3988,1.11,1.07,1.10,ok,P3
Dev/i18n/Common/mcp/MCP-QUICKSTART.md,2571,2694,2669,2688,2666,1.04,1.05,1.04,ok,P3
Dev/i18n/Common/rules/12-context-management.md,19868,22057,21694,21877,21159,1.09,1.10,1.06,ok,P3
Dev/i18n/Common/rules/09-git-workflow.md,10228,10958,10723,10789,10596,1.05,1.05,1.04,ok,P3
Dev/i18n/Common/rules/11-security.md,11800,12937,12683,12752,12367,1.07,1.08,1.05,ok,P3
Dev/i18n/Common/rules/05-kiss-dry-yagni.md,11714,14005,13815,13967,12010,1.18,1.19,1.03,ok,P3
Dev/i18n/Common/rules/07-testing.md,10138,11159,11130,11204,10388,1.10,1.11,1.02,ok,P3
Dev/i18n/Common/rules/10-documentation.md,9322,10007,10034,9973,9755,1.08,1.07,1.05,ok,P3
Dev/i18n/Common/rules/04-solid-principles.md,11809,17383,17144,17305,12166,1.45,1.47,1.03,ok,P3
Dev/i18n/Common/rules/01-workflow-analysis.md,6867,8796,8643,8797,6805,1.26,1.28,0.99,ok,P3
Dev/i18n/React/README.md,7478,7996,7911,7829,7900,1.06,1.05,1.06,ok,P2
Dev/i18n/React/agents/react-reviewer.md,13371,14445,14373,14444,13931,1.07,1.08,1.04,ok,P3
Dev/i18n/React/skills/tooling/SKILL.md,275,273,285,275,273,1.04,1.00,0.99,ok,P3
Dev/i18n/React/skills/coding-standards/SKILL.md,281,287,305,269,299,1.09,0.96,1.06,ok,P3
Dev/i18n/React/skills/security-react/SKILL.md,261,265,263,261,263,1.01,1.00,1.01,ok,P3
Dev/i18n/React/skills/quality-tools/SKILL.md,241,257,273,241,273,1.13,1.00,1.13,ok,P3
Dev/i18n/React/skills/testing-react/SKILL.md,280,286,290,280,288,1.04,1.00,1.03,ok,P3
Dev/i18n/React/skills/architecture/SKILL.md,319,315,313,257,317,0.98,0.81,0.99,ok,P3
Dev/i18n/React/commands/generate-hook.md,12677,16702,11027,2949,3482,0.87,0.23,0.27,size_gap,P3
Dev/i18n/React/commands/check-testing.md,11272,6855,8855,3309,1578,0.79,0.29,0.14,size_gap,P3
Dev/i18n/React/commands/check-code-quality.md,8441,5963,8988,2402,1599,1.06,0.28,0.19,size_gap,P3
Dev/i18n/React/commands/storybook-story.md,11846,11892,9636,3311,3294,0.81,0.28,0.28,size_gap,P3
Dev/i18n/React/commands/accessibility-check.md,5033,15715,8588,2003,3018,1.71,0.40,0.60,size_gap,P3
Dev/i18n/React/commands/check-architecture.md,9060,4282,10104,2229,1938,1.12,0.25,0.21,size_gap,P3
Dev/i18n/React/commands/check-security.md,9218,10062,8019,3549,1580,0.87,0.39,0.17,size_gap,P3
Dev/i18n/React/commands/generate-component.md,10382,13699,9094,2815,2148,0.88,0.27,0.21,size_gap,P3
Dev/i18n/React/commands/bundle-analyze.md,6519,13243,8870,1704,1461,1.36,0.26,0.22,size_gap,P3
Dev/i18n/React/commands/check-compliance.md,8338,15527,9782,3040,2077,1.17,0.36,0.25,size_gap,P3
Dev/i18n/React/templates/component.md,5755,5829,5851,5755,5813,1.02,1.00,1.01,ok,P3
Dev/i18n/React/templates/hook.md,8297,8553,8493,8297,8464,1.02,1.00,1.02,ok,P3
Dev/i18n/React/checklists/pre-commit.md,2539,5655,6144,2811,3667,2.42,1.11,1.44,ok,P3
Dev/i18n/React/checklists/new-feature.md,3218,7355,8770,3588,5060,2.73,1.11,1.57,ok,P3
Dev/i18n/React/rules/02-architecture.md,17286,26651,15707,11806,17746,0.91,0.68,1.03,size_gap,P3
Dev/i18n/React/rules/03-coding-standards.md,14964,21115,15360,10233,15336,1.03,0.68,1.02,size_gap,P3
Dev/i18n/React/rules/11-security-react.md,17503,18219,18132,17520,17915,1.04,1.00,1.02,ok,P3
Dev/i18n/React/rules/08-quality-tools.md,17309,17539,17654,17309,17719,1.02,1.00,1.02,ok,P3
Dev/i18n/React/rules/07-testing-react.md,26117,26343,26701,26117,26917,1.02,1.00,1.03,ok,P3
Dev/i18n/React/rules/06-tooling.md,16042,16730,16711,16042,16512,1.04,1.00,1.03,ok,P3
Dev/i18n/PHP/agents/php-reviewer.md,14707,15996,15866,15856,15467,1.08,1.08,1.05,ok,P3
Dev/i18n/PHP/commands/check-compliance.md,8328,10037,10026,10039,10022,1.20,1.21,1.20,ok,P3
Dev/i18n/PHP/rules/03-coding-standards.md,12896,12662,12896,12896,12896,1.00,1.00,1.00,ok,P3
Dev/i18n/PHP/rules/07-testing-php.md,15988,16412,15988,15988,15988,1.00,1.00,1.00,ok,P3
Dev/i18n/PHP/rules/02-architecture-php.md,17963,14765,17963,17963,17963,1.00,1.00,1.00,ok,P3
Dev/i18n/PHP/rules/08-quality-tools.md,12851,13250,12851,12851,12851,1.00,1.00,1.00,ok,P3
Dev/i18n/PHP/rules/06-tooling.md,11116,11667,11116,11116,11116,1.00,1.00,1.00,ok,P3
Dev/i18n/PHP/rules/11-security-php.md,19193,17615,19193,19193,19193,1.00,1.00,1.00,ok,P3
Infra/i18n/Ansible/agents/ansible-security.md,8710,9304,9293,9006,9125,1.07,1.03,1.05,ok,P3
Infra/i18n/Ansible/agents/ansible-architect.md,12931,13670,13533,13301,13359,1.05,1.03,1.03,ok,P3
Infra/i18n/Ansible/agents/ansible-deployment.md,8828,9358,9341,9178,9071,1.06,1.04,1.03,ok,P3
Infra/i18n/Ansible/agents/ansible-debug.md,9676,10200,10207,10189,10161,1.05,1.05,1.05,ok,P3
Infra/i18n/Ansible/agents/ansible-quality.md,7797,8345,8292,8046,8095,1.06,1.03,1.04,ok,P3
Infra/i18n/Ansible/commands/security-audit.md,8377,8917,9031,8842,8865,1.08,1.06,1.06,ok,P3
Infra/i18n/Ansible/commands/optimize.md,8000,8529,8452,8427,8311,1.06,1.05,1.04,ok,P3
Infra/i18n/Ansible/commands/debug.md,6773,7239,7214,7125,7092,1.07,1.05,1.05,ok,P3
Infra/i18n/Ansible/commands/deploy-setup.md,6945,7427,7394,7242,7209,1.06,1.04,1.04,ok,P3
Infra/i18n/Ansible/commands/architecture.md,9440,9817,9779,9662,9655,1.04,1.02,1.02,ok,P3
Infra/i18n/Kubernetes/agents/kubernetes-security.md,7202,7927,7850,7464,7658,1.09,1.04,1.06,ok,P3
Infra/i18n/Kubernetes/agents/kubernetes-architect.md,10302,10872,11072,10488,10703,1.07,1.02,1.04,ok,P3
Infra/i18n/Kubernetes/agents/kubernetes-debug.md,5918,6717,6670,6266,6419,1.13,1.06,1.08,ok,P3
Infra/i18n/Kubernetes/agents/kubernetes-monitoring.md,9472,10229,10201,9762,9992,1.08,1.03,1.05,ok,P3
Infra/i18n/Kubernetes/agents/kubernetes-deployment.md,5408,5961,5969,5694,5710,1.10,1.05,1.06,ok,P3
Infra/i18n/Kubernetes/commands/security-audit.md,7123,7584,7705,7419,7558,1.08,1.04,1.06,ok,P3
Infra/i18n/Kubernetes/commands/optimize.md,6981,7274,7266,7171,7101,1.04,1.03,1.02,ok,P3
Infra/i18n/Kubernetes/commands/debug.md,4744,5076,5043,4915,4960,1.06,1.04,1.05,ok,P3
Infra/i18n/Kubernetes/commands/deploy-setup.md,4856,5268,5267,5065,5119,1.08,1.04,1.05,ok,P3
Infra/i18n/Kubernetes/commands/architecture.md,9493,9856,9803,9722,9701,1.03,1.02,1.02,ok,P3
Infra/i18n/Coolify/agents/coolify-deployment.md,9684,10679,10427,10222,10341,1.08,1.06,1.07,ok,P3
Infra/i18n/Coolify/agents/coolify-debug.md,11537,13013,12728,12377,12471,1.10,1.07,1.08,ok,P3
Infra/i18n/Coolify/agents/coolify-architect.md,11733,12468,12383,12095,12278,1.06,1.03,1.05,ok,P3
Infra/i18n/Coolify/agents/coolify-monitoring.md,12680,14317,13983,13728,13891,1.10,1.08,1.10,ok,P3
Infra/i18n/Coolify/commands/optimize.md,11601,12441,12140,12268,12120,1.05,1.06,1.04,ok,P3
Infra/i18n/Coolify/commands/coolify-setup.md,8422,8865,8838,8796,8797,1.05,1.04,1.04,ok,P3
Infra/i18n/Coolify/commands/coolify-backup.md,12108,13154,12946,12838,12864,1.07,1.06,1.06,ok,P3
Infra/i18n/Coolify/commands/coolify-debug.md,8618,9113,9047,8924,8940,1.05,1.04,1.04,ok,P3
Infra/i18n/Coolify/commands/coolify-deploy.md,10267,10788,10638,10718,10560,1.04,1.04,1.03,ok,P3
Infra/i18n/OpenTofu/agents/opentofu-security.md,7371,7925,7987,7814,7968,1.08,1.06,1.08,ok,P3
Infra/i18n/OpenTofu/agents/opentofu-architect.md,10155,10803,10792,10476,10790,1.06,1.03,1.06,ok,P3
Infra/i18n/OpenTofu/agents/opentofu-debug.md,6493,7091,6986,7140,6854,1.08,1.10,1.06,ok,P3
Infra/i18n/OpenTofu/agents/opentofu-cost.md,6921,7469,7587,7311,7450,1.10,1.06,1.08,ok,P3
Infra/i18n/OpenTofu/agents/opentofu-deployment.md,6684,7175,7142,6969,7122,1.07,1.04,1.07,ok,P3
Infra/i18n/OpenTofu/commands/security-audit.md,6410,6724,6865,6664,6517,1.07,1.04,1.02,ok,P3
Infra/i18n/OpenTofu/commands/optimize.md,6002,6346,6365,6223,6153,1.06,1.04,1.03,ok,P3
Infra/i18n/OpenTofu/commands/debug.md,4465,4702,4767,4636,4601,1.07,1.04,1.03,ok,P3
Infra/i18n/OpenTofu/commands/deploy-setup.md,4925,5293,5266,5148,5111,1.07,1.05,1.04,ok,P3
Infra/i18n/OpenTofu/commands/architecture.md,9693,10021,10030,9921,9867,1.03,1.02,1.02,ok,P3
Infra/i18n/Docker/agents/docker-compose.md,6283,6584,6505,6572,6537,1.04,1.05,1.04,ok,P3
Infra/i18n/Docker/agents/docker-debug.md,6367,6729,6818,6686,6754,1.07,1.05,1.06,ok,P3
Infra/i18n/Docker/agents/docker-cicd.md,7704,8069,7936,7922,7914,1.03,1.03,1.03,ok,P3
Infra/i18n/Docker/agents/docker-dockerfile.md,5051,5340,2619,2627,2660,0.52,0.52,0.53,size_gap,P3
Infra/i18n/Docker/agents/docker-architect.md,8424,8519,8803,8692,8775,1.04,1.03,1.04,ok,P3
Infra/i18n/Docker/commands/optimize.md,10003,10447,10310,10360,10297,1.03,1.04,1.03,ok,P3
Infra/i18n/Docker/commands/docker-debug.md,7226,7530,7594,7453,7542,1.05,1.03,1.04,ok,P3
Infra/i18n/Docker/commands/docker-compose-setup.md,7840,7962,7974,8034,7983,1.02,1.02,1.02,ok,P3
Infra/i18n/Docker/commands/docker-architecture.md,17270,17504,17465,17512,17473,1.01,1.01,1.01,ok,P3
Infra/i18n/Docker/commands/docker-cicd-pipeline.md,14270,14591,14406,14477,14453,1.01,1.01,1.01,ok,P3
Infra/i18n/FrankenPHP/agents/frankenphp-performance.md,10632,11493,11095,11135,11129,1.04,1.05,1.05,ok,P3
Infra/i18n/FrankenPHP/agents/frankenphp-security.md,7811,8492,8182,8197,8194,1.05,1.05,1.05,ok,P3
Infra/i18n/FrankenPHP/agents/frankenphp-architect.md,12266,13025,12860,12763,12791,1.05,1.04,1.04,ok,P3
Infra/i18n/FrankenPHP/agents/frankenphp-deployment.md,9262,9830,9608,9503,9570,1.04,1.03,1.03,ok,P3
Infra/i18n/FrankenPHP/agents/frankenphp-debug.md,8987,10153,9420,9729,9734,1.05,1.08,1.08,ok,P3
Infra/i18n/FrankenPHP/commands/security-audit.md,7871,8254,8279,8197,8239,1.05,1.04,1.05,ok,P3
Infra/i18n/FrankenPHP/commands/optimize.md,7312,7547,7485,7492,7429,1.02,1.02,1.02,ok,P3
Infra/i18n/FrankenPHP/commands/debug.md,5869,6261,6130,6109,6107,1.04,1.04,1.04,ok,P3
Infra/i18n/FrankenPHP/commands/deploy-setup.md,5059,5316,5190,5194,5150,1.03,1.03,1.02,ok,P3
Infra/i18n/FrankenPHP/commands/architecture.md,5940,6196,6091,6178,6077,1.03,1.04,1.02,ok,P3
Infra/i18n/Hcloud/agents/hcloud-architect.md,13231,13903,14054,13617,13674,1.06,1.03,1.03,ok,P3
Infra/i18n/Hcloud/agents/hcloud-debug.md,11049,12497,12586,11967,11667,1.14,1.08,1.06,ok,P3
Infra/i18n/Hcloud/agents/hcloud-deployment.md,10398,11136,11144,10901,10746,1.07,1.05,1.03,ok,P3
Infra/i18n/Hcloud/agents/hcloud-cost.md,10775,11718,11767,11512,11342,1.09,1.07,1.05,ok,P3
Infra/i18n/Hcloud/agents/hcloud-security.md,10332,11218,11263,10922,10842,1.09,1.06,1.05,ok,P3
Infra/i18n/Hcloud/commands/security-audit.md,7928,8323,8512,8331,8221,1.07,1.05,1.04,ok,P3
Infra/i18n/Hcloud/commands/optimize.md,7531,8059,7992,8017,7775,1.06,1.06,1.03,ok,P3
Infra/i18n/Hcloud/commands/debug.md,6903,7387,7439,7281,7156,1.08,1.05,1.04,ok,P3
Infra/i18n/Hcloud/commands/deploy-setup.md,6246,6666,6583,6508,6398,1.05,1.04,1.02,ok,P3
Infra/i18n/Hcloud/commands/architecture.md,8859,9149,9201,9042,8957,1.04,1.02,1.01,ok,P3
Infra/i18n/PgBouncer/agents/pgbouncer-monitoring.md,11679,12384,12229,12032,12206,1.05,1.03,1.05,ok,P3
Infra/i18n/PgBouncer/agents/pgbouncer-security.md,8426,9225,8829,9036,8812,1.05,1.07,1.05,ok,P3
Infra/i18n/PgBouncer/agents/pgbouncer-architect.md,11940,12588,12478,12448,12255,1.05,1.04,1.03,ok,P3
Infra/i18n/PgBouncer/agents/pgbouncer-debug.md,10460,11639,10920,11175,11180,1.04,1.07,1.07,ok,P3
Infra/i18n/PgBouncer/agents/pgbouncer-deployment.md,9620,10183,10036,9892,9926,1.04,1.03,1.03,ok,P3
Infra/i18n/PgBouncer/commands/security-audit.md,7729,8097,8110,8119,8035,1.05,1.05,1.04,ok,P3
Infra/i18n/PgBouncer/commands/optimize.md,7726,8167,8043,7984,7878,1.04,1.03,1.02,ok,P3
Infra/i18n/PgBouncer/commands/debug.md,6202,6681,6553,6495,6513,1.06,1.05,1.05,ok,P3
Infra/i18n/PgBouncer/commands/deploy-setup.md,5109,5447,5293,5253,5250,1.04,1.03,1.03,ok,P3
Infra/i18n/PgBouncer/commands/architecture.md,6181,6529,6344,6430,6319,1.03,1.04,1.02,ok,P3
Project/i18n/Sprint/commands/next-story.md,5401,6016,5926,5900,5860,1.10,1.09,1.08,ok,P3
Project/i18n/Sprint/commands/auto-route.md,7428,8070,7867,7854,7837,1.06,1.06,1.06,ok,P3
Project/i18n/Sprint/commands/status.md,12482,11156,11113,11197,11073,0.89,0.90,0.89,ok,P3
Project/i18n/Sprint/commands/dev.md,10687,11812,4056,4234,4040,0.38,0.40,0.38,size_gap,P3
Project/i18n/Sprint/commands/transition.md,8968,9600,9491,9437,9454,1.06,1.05,1.05,ok,P3
Project/i18n/agents/tech-lead.md,9472,10054,9846,10043,9745,1.04,1.06,1.03,ok,P3
Project/i18n/agents/product-owner.md,5414,5838,5692,5796,5595,1.05,1.07,1.03,ok,P3
Project/i18n/commands/board.md,6438,6635,6583,6635,6588,1.02,1.03,1.02,ok,P3
Project/i18n/commands/move-task.md,3854,4355,4296,4361,4208,1.11,1.13,1.09,ok,P3
Project/i18n/commands/migrate-backlog.md,4457,3957,3964,3948,3907,0.89,0.89,0.88,ok,P3
Project/i18n/commands/checkpoint.md,11825,11854,11850,11881,11855,1.00,1.00,1.00,ok,P3
Project/i18n/commands/generate-backlog.md,9829,10527,10490,10513,10382,1.07,1.07,1.06,ok,P3
Project/i18n/commands/metrics.md,9508,9533,9530,9562,9529,1.00,1.01,1.00,ok,P3
Project/i18n/commands/update-stories.md,4408,4937,4840,5005,4878,1.10,1.14,1.11,ok,P3
Project/i18n/commands/coverage-map.md,7411,7427,7436,7467,7441,1.00,1.01,1.00,ok,P3
Project/i18n/commands/generate-tech-spec.md,13805,13821,13830,13861,13835,1.00,1.00,1.00,ok,P3
Project/i18n/commands/run-sprint.md,8724,9454,9309,9463,9193,1.07,1.08,1.05,ok,P3
Project/i18n/commands/critical-path.md,5005,5030,5027,5061,5026,1.00,1.01,1.00,ok,P3
Project/i18n/commands/burndown.md,5888,5913,5910,5942,5909,1.00,1.01,1.00,ok,P3
Project/i18n/commands/add-task.md,3234,3623,3520,3598,3451,1.09,1.11,1.07,ok,P3
Project/i18n/commands/list-epics.md,2083,2269,2187,2244,2204,1.05,1.08,1.06,ok,P3
Project/i18n/commands/add-story.md,2917,3326,3236,3252,3164,1.11,1.11,1.08,ok,P3
Project/i18n/commands/list-tasks.md,3490,3683,3652,3762,3715,1.05,1.08,1.06,ok,P3
Project/i18n/commands/scan.md,10182,10198,10207,10238,10212,1.00,1.01,1.00,ok,P3
Project/i18n/commands/run-epic.md,5446,5909,5803,5984,5787,1.07,1.10,1.06,ok,P3
Project/i18n/commands/reverse-prd.md,10610,10626,10635,10666,10640,1.00,1.01,1.00,ok,P3
Project/i18n/commands/generate-constitution.md,11488,11504,11513,11544,11518,1.00,1.00,1.00,ok,P3
Project/i18n/commands/sync-backlog.md,3756,4502,4309,4230,4292,1.15,1.13,1.14,ok,P3
Project/i18n/commands/update-epic.md,2062,2295,2256,2270,2219,1.09,1.10,1.08,ok,P3
Project/i18n/commands/analyze-backlog.md,3465,3193,3240,3234,3179,0.94,0.93,0.92,ok,P3
Project/i18n/commands/update-story.md,2786,3161,3142,3087,3028,1.13,1.11,1.09,ok,P3
Project/i18n/commands/trace.md,8738,8754,8763,8794,8768,1.00,1.01,1.00,ok,P3
Project/i18n/commands/gap-analysis.md,12332,12348,12357,12388,12362,1.00,1.00,1.00,ok,P3
Project/i18n/commands/list-stories.md,3436,3665,3554,3642,3601,1.03,1.06,1.05,ok,P3
Project/i18n/commands/add-epic.md,2096,2343,2316,2319,2269,1.10,1.11,1.08,ok,P3
Project/i18n/commands/dependencies.md,4777,4802,4799,4833,4798,1.00,1.01,1.00,ok,P3
Project/i18n/commands/run-queue.md,7637,8125,8021,8214,7978,1.05,1.08,1.04,ok,P3
Project/i18n/commands/generate-prd.md,10169,10185,10194,10225,10199,1.00,1.01,1.00,ok,P3
Project/i18n/commands/reverse-stories.md,11136,11152,11161,11192,11166,1.00,1.01,1.00,ok,P3
Project/i18n/commands/decompose-tasks.md,13631,14278,14298,14201,14136,1.05,1.04,1.04,ok,P3
Project/i18n/commands/batch-status.md,6495,6903,6805,7058,6756,1.05,1.09,1.04,ok,P3
Project/i18n/templates/board.md,657,714,709,731,738,1.08,1.11,1.12,ok,P3
Project/i18n/templates/constitution.md,2297,2553,2514,2434,2463,1.09,1.06,1.07,ok,P3
Project/i18n/templates/epic.md,516,533,530,531,531,1.03,1.03,1.03,ok,P3
Project/i18n/templates/tech-spec.md,15951,15951,15951,15951,15951,1.00,1.00,1.00,ok,P3
Project/i18n/templates/task.md,862,885,896,897,886,1.04,1.04,1.03,ok,P3
Project/i18n/templates/user-story.md,1152,1256,1251,1239,1258,1.09,1.08,1.09,ok,P3
Project/i18n/templates/prd.md,7257,7257,7257,7257,7257,1.00,1.00,1.00,ok,P3
Project/i18n/templates/index.md,1495,1524,1583,1566,1590,1.06,1.05,1.06,ok,P3
Project/i18n/Gate/commands/validate-backlog.md,8413,5100,5076,5134,5027,0.60,0.61,0.60,size_gap,P3
Project/i18n/Gate/commands/report.md,9715,4593,4584,4695,4560,0.47,0.48,0.47,size_gap,P3
Project/i18n/Gate/commands/validate-prd.md,5345,4270,4309,4267,4266,0.81,0.80,0.80,ok,P3
Project/i18n/Gate/commands/validate-sprint.md,6271,6839,6777,6698,6728,1.08,1.07,1.07,ok,P3
Project/i18n/Gate/commands/validate-techspec.md,7069,7596,7603,7471,7549,1.08,1.06,1.07,ok,P3
Project/i18n/Gate/commands/validate-story.md,5969,6461,6431,6466,6431,1.08,1.08,1.08,ok,P3
Project/i18n/Gate/commands/validate-alignment.md,5858,6401,6202,6214,6299,1.06,1.06,1.08,ok,P3
docs/guides/01-getting-started.md,9716,9686,5836,5875,5848,0.60,0.60,0.60,size_gap,P1
docs/guides/02-project-creation.md,14236,15437,4770,4751,4800,0.34,0.33,0.34,size_gap,P3
docs/guides/03-feature-development.md,14623,17170,3986,3961,3968,0.27,0.27,0.27,size_gap,P3
docs/guides/05-tools-reference.md,17606,13505,2692,2683,2679,0.15,0.15,0.15,size_gap,P3
docs/guides/10-complete-workflow.md,10509,11112,3553,3610,3521,0.34,0.34,0.34,size_gap,P3
docs/guides/07-backlog-management.md,8592,9128,4675,4571,4620,0.54,0.53,0.54,size_gap,P3
docs/guides/06-troubleshooting.md,13892,15936,3265,3293,3256,0.24,0.24,0.23,size_gap,P3
docs/guides/09-setup-existing-project.md,18758,20461,19124,19577,19320,1.02,1.04,1.03,ok,P3
docs/guides/08-setup-new-project.md,15569,16286,15558,15659,15609,1.00,1.01,1.00,ok,P3
docs/guides/04-bug-fixing.md,15008,17697,3613,3579,3565,0.24,0.24,0.24,size_gap,P3
website/contributing.md,14587,0,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/scripts.md,9697,0,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/cli.md,13315,12022,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/hooks.md,15400,0,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/agents-full.md,19690,0,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/skills.md,8617,0,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/commands-full.md,21922,0,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/commands.md,33759,0,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/agents.md,32769,0,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/mcp.md,14481,0,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/technologies.md,14628,0,0,0,0,0.00,0.00,0.00,missing,P1
website/reference/makefile.md,7621,0,0,0,0,0.00,0.00,0.00,missing,P1
website/getting-started/quickstart.md,4994,7244,3675,3636,3666,0.74,0.73,0.73,size_gap,P1
website/getting-started/prerequisites.md,8396,7903,2503,2531,2522,0.30,0.30,0.30,size_gap,P1
website/getting-started/installation.md,11695,0,0,0,0,0.00,0.00,0.00,missing,P1
website/getting-started/configuration.md,9508,0,0,0,0,0.00,0.00,0.00,missing,P1
website/guides/01-getting-started.md,9287,9733,5886,5925,5900,0.63,0.64,0.64,size_gap,P1
website/guides/02-project-creation.md,14277,15484,4819,4801,4847,0.34,0.34,0.34,size_gap,P3
website/guides/03-feature-development.md,14667,17232,4043,4013,4022,0.28,0.27,0.27,size_gap,P3
website/guides/05-tools-reference.md,17646,13555,2737,2720,2724,0.16,0.15,0.15,size_gap,P3
website/guides/10-complete-workflow.md,10600,11210,3648,3707,3614,0.34,0.35,0.34,size_gap,P3
website/guides/07-backlog-management.md,8635,9174,4721,4618,4664,0.55,0.53,0.54,size_gap,P3
website/guides/06-troubleshooting.md,13932,15974,3315,3340,3307,0.24,0.24,0.24,size_gap,P3
website/guides/09-setup-existing-project.md,18819,20522,19187,19649,19386,1.02,1.04,1.03,ok,P3
website/guides/08-setup-new-project.md,15357,16355,15628,15724,15672,1.02,1.02,1.02,ok,P3
website/guides/04-bug-fixing.md,15043,17743,3660,3626,3610,0.24,0.24,0.24,size_gap,P3
website/changelog.md,90114,0,0,0,0,0.00,0.00,0.00,missing,P1
website/troubleshooting.md,14173,9273,0,0,0,0.00,0.00,0.00,missing,P1
website/frameworks/agent-teams.md,22622,0,0,0,0,0.00,0.00,0.00,missing,P1
website/frameworks/bmad-guide.md,13092,0,0,0,0,0.00,0.00,0.00,missing,P1
website/frameworks/ralph-guide.md,12244,0,0,0,0,0.00,0.00,0.00,missing,P1
website/faq.md,11206,11450,0,0,0,0.00,0.00,0.00,missing,P1
website/migration/v4.md,8343,0,0,0,0,0.00,0.00,0.00,missing,P1
website/migration/v7.md,5536,0,0,0,0,0.00,0.00,0.00,missing,P1
website/migration/v6.md,3752,0,0,0,0,0.00,0.00,0.00,missing,P1
website/migration/index.md,7079,0,0,0,0,0.00,0.00,0.00,missing,P1
website/architecture.md,22175,0,0,0,0,0.00,0.00,0.00,missing,P1
website/index.md,139,139,139,139,139,1.00,1.00,1.00,ok,P3
